dioPOW-Close_NLDG0001,DS85 Clo,,,,dovPOW-HeZha,Close3,1,dioPOW-Close
dioPOW-Open_NLDG0001,DS85 Opn,,,,dovPOW-FenZha,Open2,1,dioPOW-Open
dioPOW-Screen_NLDG0001,Screen2,dovPOW-Cancl,Cancel,0,dovPOW-Exe,Execute,1,dioPOW-Screen
