dovPOW-HeZha_Close_NLDG0001,,0,deoAZMPOWNLDG0001-Close,8193,dovPOW-HeZha
dovPOW-FenZha_Open_NLDG0001,,0,deoAZMPOWNLDG0001-Open,8193,dovPOW-FenZha
dovPOW-Cancl_Screen_NLDG0001,,0,deoAZMPOWNLDG0001-Screen,8192,dovPOW-Cancl
dovPOW-Exe_Screen_NLDG0001,,0,deoAZMPOWNLDG0001-Screen,8193,dovPOW-Exe
