ID,v0,v1,v2,v3,v4,v5,v6,v7
:R:A:BAS:AHUD:dciBAS-SYSGS:dal:V_valueTable_severity,0,0,0,0,0,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:AHUD:dciBAS-SYSGS:dal:V_valueTable_state,N,N,N,N,N,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:AHUD:dciBAS-SYSGS:dal:V_valueTable_value,0,1,2,3,4,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-MANAUTO:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-MANAUTO:dal:V_valueTable_label,&DB_ZIDO2,&DB_SHOU2,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-MANAUTO:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-MANAUTO:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-MANAUTO:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-BASLOC:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-BASLOC:dal:V_valueTable_label,&DB_LOCAL1,&DB_BASH,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-BASLOC:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-BASLOC:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-BASLOC:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ENCTL:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ENCTL:dal:V_valueTable_label,&DB_HUAN,&DB_BAS,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ENCTL:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ENCTL:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ENCTL:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-RUNSTA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-RUNSTA:dal:V_valueTable_label,&DB_WUYI,&DB_YUNX1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-RUNSTA:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-RUNSTA:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-RUNSTA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-STOPSTA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-STOPSTA:dal:V_valueTable_label,&DB_WUYI,&DB_TING1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-STOPSTA:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-STOPSTA:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-STOPSTA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FALA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FALA:dal:V_valueTable_label,&DB_WUYI,&DB_GUZH,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FALA:dal:V_valueTable_severity,0,3,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FALA:dal:V_valueTable_state,N,A,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FALA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ECSPOS:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ECSPOS:dal:V_valueTable_label,&DB_HUAN,&DB_BAS,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ECSPOS:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ECSPOS:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-ECSPOS:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-NCFRSTA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-NCFRSTA:dal:V_valueTable_label,&DB_BIAN2,&DB_GONG1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-NCFRSTA:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-NCFRSTA:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-NCFRSTA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FRQOPER:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FRQOPER:dal:V_valueTable_label,&DB_WUYI,&DB_YUNX1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FRQOPER:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FRQOPER:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FRQOPER:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FREQFLT:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FREQFLT:dal:V_valueTable_label,&DB_WUYI,&DB_GUZH,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FREQFLT:dal:V_valueTable_severity,0,2,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FREQFLT:dal:V_valueTable_state,N,A,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-FREQFLT:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-SYSGS:dal:V_valueTable_format,0,0,0,0,0,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-SYSGS:dal:V_valueTable_label,&DB_WUYI,&DB_TONG,&DB_KONG2,&DB_GEIP,&DB_DIYA,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-SYSGS:dal:V_valueTable_severity,0,0,0,0,0,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-SYSGS:dal:V_valueTable_state,N,N,N,N,N,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:LDB_:dciBAS-SYSGS:dal:V_valueTable_value,0,1,2,3,4,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-MANAUTO:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-MANAUTO:dal:V_valueTable_label,&DB_ZIDO2,&DB_SHOU2,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-MANAUTO:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-MANAUTO:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-MANAUTO:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-BASLOC:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-BASLOC:dal:V_valueTable_label,&DB_LOCAL1,&DB_BASH,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-BASLOC:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-BASLOC:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-BASLOC:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-ENCTL:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-ENCTL:dal:V_valueTable_label,&DB_HUAN,&DB_BAS,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-ENCTL:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-ENCTL:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-ENCTL:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-OPENSTA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-OPENSTA:dal:V_valueTable_label,&DB_WUYI,&DB_KAID1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-OPENSTA:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-OPENSTA:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-OPENSTA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-CLOSTA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-CLOSTA:dal:V_valueTable_label,&DB_WUYI,&DB_GUAN9,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-CLOSTA:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-CLOSTA:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-CLOSTA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-VLVALM:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-VLVALM:dal:V_valueTable_label,&DB_WUYI,&DB_GUZH,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-VLVALM:dal:V_valueTable_severity,0,3,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-VLVALM:dal:V_valueTable_state,N,A,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-VLVALM:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-SYSGS:dal:V_valueTable_format,0,0,0,0,0,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-SYSGS:dal:V_valueTable_label,&DB_WUYI,&DB_TONG,&DB_KONG2,&DB_GEIP,&DB_DIYA,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-SYSGS:dal:V_valueTable_severity,0,0,0,0,0,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-SYSGS:dal:V_valueTable_state,N,N,N,N,N,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDZF:dciBAS-SYSGS:dal:V_valueTable_value,0,1,2,3,4,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-MANAUTO:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-MANAUTO:dal:V_valueTable_label,&DB_ZIDO2,&DB_SHOU2,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-MANAUTO:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-MANAUTO:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-MANAUTO:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-BASECS:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-BASECS:dal:V_valueTable_label,&DB_HUAN,&DB_BAS,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-BASECS:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-BASECS:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-BASECS:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-OPENSTA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-OPENSTA:dal:V_valueTable_label,&DB_WUYI,&DB_KAID1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-OPENSTA:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-OPENSTA:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-OPENSTA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-CLOSTA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-CLOSTA:dal:V_valueTable_label,&DB_WUYI,&DB_GUAN9,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-CLOSTA:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-CLOSTA:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-CLOSTA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-VLVALM:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-VLVALM:dal:V_valueTable_label,&DB_WUYI,&DB_GUZH,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-VLVALM:dal:V_valueTable_severity,0,3,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-VLVALM:dal:V_valueTable_state,N,A,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-VLVALM:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-SYSGS:dal:V_valueTable_format,0,0,0,0,0,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-SYSGS:dal:V_valueTable_label,&DB_WUYI,&DB_TONG,&DB_KONG2,&DB_GEIP,&DB_DIYA,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-SYSGS:dal:V_valueTable_severity,0,0,0,0,0,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-SYSGS:dal:V_valueTable_state,N,N,N,N,N,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFD:dciBAS-SYSGS:dal:V_valueTable_value,0,1,2,3,4,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-MANAUTO:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-MANAUTO:dal:V_valueTable_label,&DB_ZIDO2,&DB_SHOU2,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-MANAUTO:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-MANAUTO:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-MANAUTO:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-BASECS:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-BASECS:dal:V_valueTable_label,&DB_HUAN,&DB_BAS,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-BASECS:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-BASECS:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-BASECS:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-OPENSTA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-OPENSTA:dal:V_valueTable_label,&DB_WUYI,&DB_KAID1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-OPENSTA:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-OPENSTA:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-OPENSTA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-CLOSTA:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-CLOSTA:dal:V_valueTable_label,&DB_WUYI,&DB_GUAN9,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-CLOSTA:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-CLOSTA:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-CLOSTA:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-VLVALM:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-VLVALM:dal:V_valueTable_label,&DB_WUYI,&DB_GUZH,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-VLVALM:dal:V_valueTable_severity,0,3,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-VLVALM:dal:V_valueTable_state,N,A,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-VLVALM:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-SYSGS:dal:V_valueTable_format,0,0,0,0,0,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-SYSGS:dal:V_valueTable_label,&DB_WUYI,&DB_TONG,&DB_KONG2,&DB_GEIP,&DB_DIYA,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-SYSGS:dal:V_valueTable_severity,0,0,0,0,0,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-SYSGS:dal:V_valueTable_state,N,N,N,N,N,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFX:dciBAS-SYSGS:dal:V_valueTable_value,0,1,2,3,4,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFR:dciBAS-MANAUTO:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFR:dciBAS-MANAUTO:dal:V_valueTable_label,&DB_ZIDO2,&DB_SHOU2,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFR:dciBAS-MANAUTO:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFR:dciBAS-MANAUTO:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFR:dciBAS-MANAUTO:dal:V_valueTable_value,0,1,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFR:dciBAS-BASECS:dal:V_valueTable_format,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFR:dciBAS-BASECS:dal:V_valueTable_label,&DB_HUAN,&DB_BAS,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFR:dciBAS-BASECS:dal:V_valueTable_severity,0,0,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
:R:A:BAS:DDFR:dciBAS-BASECS:dal:V_valueTable_state,N,N,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__,__ERASE__
