ID,ELEMENT_NAME,ctlvalue,initCond1,returnCond1,returnCondTO
:R:A:BAS:LDB_:dioBAS-START:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASLOC.value]=1) AND ([^:^:dciBAS-ENCTL.value]=1) AND ([^:^:dciBAS-STOPSTA.value]=1),1,0)","IF([^:^:dciBAS-RUNSTA.value]=1,1,0)",30
:R:A:BAS:LDB_:dioBAS-STOP:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASLOC.value]=1) AND ([^:^:dciBAS-ENCTL.value]=1) AND ([^:^:dciBAS-RUNSTA.value]=1),1,0)","IF([^:^:dciBAS-STOPSTA.value]=1,1,0)",30
:R:A:BAS:LDB_:dioBAS-FQSTART:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-ECSPOS.value]=1,1,0)","IF([^:^:dciBAS-FRQOPER.value]=1,1,0)",30
:R:A:BAS:LDB_:dioBAS-FQSTOP:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-ECSPOS.value]=1) AND ([^:^:dciBAS-FRQOPER.value]=1),1,0)","IF([^:^:dciBAS-FRQOPER.value]=0,1,0)",30
:R:A:BAS:DDZF:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:DDZF:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:DDZF:dioBAS-VLVOPN:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASLOC.value]=1) AND ([^:^:dciBAS-ENCTL.value]=1) AND ([^:^:dciBAS-CLOSTA.value]=1),1,0)","IF([^:^:dciBAS-OPENSTA.value]=1,1,0)",30
:R:A:BAS:DDZF:dioBAS-VLVCLO:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASLOC.value]=1) AND ([^:^:dciBAS-ENCTL.value]=1) AND ([^:^:dciBAS-OPENSTA.value]=1),1,0)","IF([^:^:dciBAS-CLOSTA.value]=1,1,0)",30
:R:A:BAS:DDFD:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:DDFD:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:DDFD:dioBAS-VLVOPN:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASECS.value]=1) AND ([^:^:dciBAS-CLOSTA.value]=1),1,0)","IF([^:^:dciBAS-OPENSTA.value]=1,1,0)",30
:R:A:BAS:DDFD:dioBAS-VLVCLO:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASECS.value]=1) AND ([^:^:dciBAS-OPENSTA.value]=1),1,0)","IF([^:^:dciBAS-CLOSTA.value]=1,1,0)",30
:R:A:BAS:DDFX:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:DDFX:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:DDFX:dioBAS-VLVOPN:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASECS.value]=1) AND ([^:^:dciBAS-CLOSTA.value]=1),1,0)","IF([^:^:dciBAS-OPENSTA.value]=1,1,0)",30
:R:A:BAS:DDFX:dioBAS-VLVCLO:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASECS.value]=1) AND ([^:^:dciBAS-OPENSTA.value]=1),1,0)","IF([^:^:dciBAS-CLOSTA.value]=1,1,0)",30
:R:A:BAS:DDFR:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:DDFR:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:DDFR:dioBAS-VLVOPN:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASECS.value]=1) AND ([^:^:dciBAS-CLOSTA.value]=1),1,0)","IF([^:^:dciBAS-OPENSTA.value]=1,1,0)",30
:R:A:BAS:DDFR:dioBAS-VLVCLO:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASECS.value]=1) AND ([^:^:dciBAS-OPENSTA.value]=1),1,0)","IF([^:^:dciBAS-CLOSTA.value]=1,1,0)",30
:R:A:BAS:DDDF:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:DDDF:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:DDDF:dioBAS-VLVOPN:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASECS.value]=1) AND ([^:^:dciBAS-CLOSTA.value]=1),1,0)","IF([^:^:dciBAS-OPENSTA.value]=1,1,0)",30
:R:A:BAS:DDDF:dioBAS-VLVCLO:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-BASECS.value]=1) AND ([^:^:dciBAS-OPENSTA.value]=1),1,0)","IF([^:^:dciBAS-CLOSTA.value]=1,1,0)",30
:R:A:BAS:TDDF:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:TDDF:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:TDDF:dioBAS-FLOPN:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-ENCTL.value]=1) AND (([^:^:dciBAS-HLVOPN.value]=1) OR ([^:^:dciBAS-CLOSTA.value]=1)),1,0)","IF([^:^:dciBAS-FULOPN.value]=1,1,0)",30
:R:A:BAS:TDDF:dioBAS-HVOPN:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-ENCTL.value]=1) AND (([^:^:dciBAS-FULOPN.value]=1) OR ([^:^:dciBAS-CLOSTA.value]=1)),1,0)","IF([^:^:dciBAS-HLVOPN.value]=1,1,0)",30
:R:A:BAS:TDDF:dioBAS-CLOCMD:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-ENCTL.value]=1) AND (([^:^:dciBAS-FULOPN.value]=1) OR ([^:^:dciBAS-HLVOPN.value]=1)),1,0)","IF([^:^:dciBAS-CLOSTA.value]=1,1,0)",30
:R:A:BAS:XDDF:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:XDDF:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:XDDF:dioBAS-FLOPN:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-ENCTL.value]=1) AND (([^:^:dciBAS-HLVOPN.value]=1) OR ([^:^:dciBAS-CLOSTA.value]=1)),1,0)","IF([^:^:dciBAS-FULOPN.value]=1,1,0)",30
:R:A:BAS:XDDF:dioBAS-HVOPN:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-ENCTL.value]=1) AND (([^:^:dciBAS-FULOPN.value]=1) OR ([^:^:dciBAS-CLOSTA.value]=1)),1,0)","IF([^:^:dciBAS-HLVOPN.value]=1,1,0)",30
:R:A:BAS:XDDF:dioBAS-CLOCMD:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-ENCTL.value]=1) AND (([^:^:dciBAS-FULOPN.value]=1) OR ([^:^:dciBAS-HLVOPN.value]=1)),1,0)","IF([^:^:dciBAS-CLOSTA.value]=1,1,0)",30
:R:A:BAS:DJSB:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:DJSB:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:DJSB:dioBAS-STARTPUP1:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP1.value]=0),1,0)","IF([^:^:dciBAS-RUNSTOP1.value]=1,1,0)",30
:R:A:BAS:DJSB:dioBAS-STOPPUP1:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP1.value]=1),1,0)","IF([^:^:dciBAS-RUNSTOP1.value]=0,1,0)",30
:R:A:BAS:DJSB:dioBAS-STARTPUP2:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP2.value]=0),1,0)","IF([^:^:dciBAS-RUNSTOP2.value]=1,1,0)",30
:R:A:BAS:DJSB:dioBAS-STOPPUP2:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP2.value]=1),1,0)","IF([^:^:dciBAS-RUNSTOP2.value]=0,1,0)",30
:R:A:BAS:SJSB:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:SJSB:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:SJSB:dioBAS-STARTPUP1:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP1.value]=0),1,0)","IF([^:^:dciBAS-RUNSTOP1.value]=1,1,0)",30
:R:A:BAS:SJSB:dioBAS-STOPPUP1:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP1.value]=1),1,0)","IF([^:^:dciBAS-RUNSTOP1.value]=0,1,0)",30
:R:A:BAS:SJSB:dioBAS-STARTPUP2:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP2.value]=0),1,0)","IF([^:^:dciBAS-RUNSTOP2.value]=1,1,0)",30
:R:A:BAS:SJSB:dioBAS-STOPPUP2:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP2.value]=1),1,0)","IF([^:^:dciBAS-RUNSTOP2.value]=0,1,0)",30
:R:A:BAS:QJSB:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:QJSB:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:QJSB:dioBAS-STARTPUP1:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP1.value]=0),1,0)","IF([^:^:dciBAS-RUNSTOP1.value]=1,1,0)",30
:R:A:BAS:QJSB:dioBAS-STOPPUP1:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP1.value]=1),1,0)","IF([^:^:dciBAS-RUNSTOP1.value]=0,1,0)",30
:R:A:BAS:QJSB:dioBAS-STARTPUP2:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP2.value]=0),1,0)","IF([^:^:dciBAS-RUNSTOP2.value]=1,1,0)",30
:R:A:BAS:QJSB:dioBAS-STOPPUP2:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP2.value]=1),1,0)","IF([^:^:dciBAS-RUNSTOP2.value]=0,1,0)",30
:R:A:BAS:QJSB:dioBAS-PUPRESET:dovBAS-CTLVAL0,dov_type,0,,,
:R:A:BAS:QJSB:dioBAS-PUPRESET:dovBAS-CTLVAL1,dov_type,1,,,
:R:A:BAS:TJSB:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:TJSB:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:TJSB:dioBAS-STARTPUP1:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP1.value]=0),1,0)","IF([^:^:dciBAS-RUNSTOP1.value]=1,1,0)",30
:R:A:BAS:TJSB:dioBAS-STOPPUP1:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP1.value]=1),1,0)","IF([^:^:dciBAS-RUNSTOP1.value]=0,1,0)",30
:R:A:BAS:TJSB:dioBAS-STARTPUP2:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP2.value]=0),1,0)","IF([^:^:dciBAS-RUNSTOP2.value]=1,1,0)",30
:R:A:BAS:TJSB:dioBAS-STOPPUP2:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP2.value]=1),1,0)","IF([^:^:dciBAS-RUNSTOP2.value]=0,1,0)",30
:R:A:BAS:TJSB:dioBAS-STARTPUP3:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP3.value]=0),1,0)","IF([^:^:dciBAS-RUNSTOP3.value]=1,1,0)",30
:R:A:BAS:TJSB:dioBAS-STOPPUP3:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-REMOTE.value]=1) AND ([^:^:dciBAS-RUNSTOP3.value]=1),1,0)","IF([^:^:dciBAS-RUNSTOP3.value]=0,1,0)",30
:R:A:BAS:TJSB:dioBAS-PUPRESET:dovBAS-CTLVAL0,dov_type,0,,,
:R:A:BAS:TJSB:dioBAS-PUPRESET:dovBAS-CTLVAL1,dov_type,1,,,
:R:A:BAS:ZNZM:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:ZNZM:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:ZNZM:dioBAS-HIGFED:dovBAS-CTLVAL1,dov_type,1,,,
:R:A:BAS:ZNZM:dioBAS-NOMFED:dovBAS-CTLVAL1,dov_type,1,,,
:R:A:BAS:ZNZM:dioBAS-CLNFED:dovBAS-CTLVAL1,dov_type,1,,,
:R:A:BAS:ZNZM:dioBAS-LIGFED:dovBAS-CTLVAL1,dov_type,1,,,
:R:A:BAS:ZNZM:dioBAS-STPFED:dovBAS-CTLVAL1,dov_type,1,,,
:R:A:BAS:ZNZM:dioBAS-SELFED:dovBAS-CTLVAL1,dov_type,1,,,
:R:A:BAS:WSTS:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
:R:A:BAS:WSTS:dioBAS-MANAUTO:dovBAS-CTLVAL1,dov_type,1,"IF([^:^:dciBAS-MANAUTO.value]=0,1,0)","IF([^:^:dciBAS-MANAUTO.value]=1,1,0)",30
:R:A:BAS:WSTS:dioBAS-START:dovBAS-CTLVAL1,dov_type,1,"IF(([^:^:dciBAS-LRSTA.value]=1) AND ([^:^:dciBAS-STPSTA1.value]=1) AND ([^:^:dciBAS-STPSTA2.value]=1),1,0)","IF(([^:^:dciBAS-RUNSTA1.value]=1) OR ([^:^:dciBAS-RUNSTA2.value]=1),1,0)",30
:R:A:BAS:GFKX:dioBAS-MANAUTO:dovBAS-CTLVAL0,dov_type,0,"IF([^:^:dciBAS-MANAUTO.value]=1,1,0)","IF([^:^:dciBAS-MANAUTO.value]=0,1,0)",30
