ID,ELEMENT_NAME,ackAutomaton,valueAutomaton,theme
:R:A:BAS:EPS1:dciBAS-CHAFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:EPS1:dciBAS-INVFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:EPS1:dciBAS-LPRESSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:EPS1:dciBAS-DPOWFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:EPS1:dciBAS-FEDFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:EPS1:aciBAS-TOTVOLT:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-BATTEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-INVOLTL1:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-INVOLTL2:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-INVOLTL3:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-OTVOLTL1:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-OTVOLTL2:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-OTVOLTL3:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-CURL1:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-CURL2:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:EPS1:aciBAS-CURL3:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:SSZZ:dciBAS-SWTSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-LRSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-SYNFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-HIGFED:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-NOMFED:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-CLNFED:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-LIGFED:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-STPFED:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-SELFED:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNZM:dciBAS-SYSGS:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-LRSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-RUNSTA1:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-STPSTA1:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-FLTALM1:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-RUNSTA2:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-STPSTA2:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-FLTALM2:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-OPNLEV:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-STPLEV:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-HIGHALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-LOWALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSTS:dciBAS-SYSGS:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-LRSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-RUNSTOP1:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-FLTALM1:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-RUNSTOP2:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-FLTALM2:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-HIGHALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-LOWALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-SYSFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-POWFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:WSZZ:dciBAS-SENFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DT__:dciBAS-EXESTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DT__:dciBAS-LOCFLR:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DT__:dciBAS-FALASTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DT__:dciBAS-PASALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DT__:dciBAS-REPST:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DT__:dciBAS-FIRECOMT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DT__:dciBAS-FIRUNF:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:CRFT:dciBAS-UPSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:CRFT:dciBAS-CLOSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:CRFT:dciBAS-STPSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:CRFT:dciBAS-REPST:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:CRFT:dciBAS-FLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:CRFT:dciBAS-LEFTABN:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:CRFT:dciBAS-RIGHABN:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:CRFT:dciBAS-PEDAL:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNFT:dciBAS-UPSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNFT:dciBAS-CLOSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNFT:dciBAS-STPSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNFT:dciBAS-REPST:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNFT:dciBAS-FLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNFT:dciBAS-LEFTABN:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ZNFT:dciBAS-RIGHABN:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:GFKX:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:GFKX:dciBAS-LRSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:GFKX:dciBAS-EXESTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:GFKX:dciBAS-FALASTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:GFKX:dciBAS-SYSGS:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LSJZ:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LSJZ:dciBAS-RUNSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LSJZ:dciBAS-SITE:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LSJZ:dciBAS-FALA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LSJZ:dciBAS-STPALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LSJZ:dciBAS-SYSGS:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LSJZ:aciBAS-INWATEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:LSJZ:aciBAS-OUTWATEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:LSJZ:aciBAS-CHINTEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:LSJZ:aciBAS-CHOUTEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:LSJZ:aciBAS-EVAPORAT:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:LSJZ:aciBAS-CONDENSE:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:LSJZ:aciBAS-RUNTIME:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:LSJZ:aciBAS-PERUNIT:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:TVFB:aciBAS-FORTEM:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:TVFB:aciBAS-BAKTEM:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:TVFB:aciBAS-RONDTEM:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:TEFB:aciBAS-VERTBRK:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:TEFB:aciBAS-HORIBRK:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:TEFB:aciBAS-FORTEM:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:TEFB:aciBAS-BAKTEM:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:TEFB:aciBAS-RONDTEM:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:KQJC:aciBAS-TEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:KQJC:aciBAS-HUMIDITY:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:KQJC:aciBAS-TVO:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:KQJC:aciBAS-PM25:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:KQJC:aciBAS-PM10:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:KQJC:aciBAS-CO2:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:JDCC:dciBAS-EXESTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:JDCC:dciBAS-CLNALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:JDCC:dciBAS-SYNFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:YCBJ:dciBAS-FILTALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:RFM_:dciBAS-OPENSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:RFM_:dciBAS-CLOSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:XFDF:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:XFDF:dciBAS-LRSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:XFDF:dciBAS-OPENSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:XFDF:dciBAS-CLOSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:XFDF:dciBAS-FALASTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:XFDF:dciBAS-SYSGS:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DHYS:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DHYS:dciBAS-RUNSPSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DHYS:dciBAS-SYNFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSGS:dciBAS-RUNSTOPA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSGS:dciBAS-FLTALMA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSGS:dciBAS-RUNSTOPB:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSGS:dciBAS-FLTALMB:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSWS:dciBAS-LOWALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSWS:dciBAS-HIGHALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSWS:dciBAS-UHLALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:AFHF:dciBAS-OPNFDSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:AFHF:dciBAS-CLOFDSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:SCLY:dciBAS-BKWASH:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:SCLY:dciBAS-FALA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSSB:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSSB:dciBAS-LRSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSSB:dciBAS-RUNSTOP:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSSB:dciBAS-FLTALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSSB:dciBAS-STLVLSIG:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSSB:dciBAS-STPPUMP:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DSSB:dciBAS-SYSGS:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-LRSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-RUNSTOP1:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-FLTALM1:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-RUNSTOP2:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-FLTALM2:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-DWPUMP:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-SIGPUMP:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-STPPUMP:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDSB:dciBAS-SYSGS:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDT_:dciBAS-EXESTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDT_:dciBAS-LOCFLR:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDT_:dciBAS-FALASTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDT_:dciBAS-PASALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DDT_:dciBAS-REPST:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LQTA:dciBAS-LOWALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LQTA:dciBAS-HIGHALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:LQTA:dciBAS-UHLALM:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:DFQF:dciBAS-ACTSIG:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:SNWS:aciBAS-TEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:SNWS:aciBAS-HUMIDITY:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:GDWS:aciBAS-TEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:GDWS:aciBAS-HUMIDITY:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:SGWD:aciBAS-TEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:GDWD:aciBAS-TEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:SNWD:aciBAS-TEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:CO2_:aciBAS-CO2CONC:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:YLBS:aciBAS-PRESB:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:YCBS:aciBAS-PRESB:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:DCLL:aciBAS-FLOW:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:ETF_:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:ETF_:aciBAS-OPFEDBAC:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:YCPT:aciBAS-OPFEDBAC:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:VRF_:dciBAS-OPNCLO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:VRF_:dciBAS-INTFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:VRF_:dciBAS-MODE:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:VRF_:dciBAS-SPEED:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:VRF_:aciBAS-TEMP:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:VRF_:dciBAS-SYSGS:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:GXFJ:dciBAS-OPNCLO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:GXFJ:dciBAS-INTFLT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:FJPG:dciBAS-MANAUTO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:FJPG:dciBAS-FULOPN:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:FJPG:dciBAS-FULCLO:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:FJPG:dciBAS-SYSGS:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:HZLY:dciBAS-FASFIRE:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:HZLY:dciBAS-IBPFIR:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:HZLY:dciBAS-ISCSSIG:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:IBST:dciBAS-BASHB:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:PLC_:dciBAS-MASTSLAVE:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:PLC_:dciBAS-MODUEXSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:PLC_:dciBAS-COMPORTSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:PLC_:dciBAS-COMPORTSTA2:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:PLCS:dciBAS-MASTSLAVE:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:PLCS:dciBAS-MODUEXSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:TTBL:dciBAS-DLFINISH:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:OPER:dciBAS-IBPHOFB:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:OPER:dciBAS-CMDFED:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:SYS_:dciBAS-SYSCTL:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:SYS_:aciBAS-SYSMODE:aal,aal_type,Ack,AIBasic2StateHisterisis,0
:R:A:BAS:SYS_:dciBAS-CURMOD:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:IOST:dciBAS-COMSTAT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:STA1:dciBAS-HOSTAT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:STA2:dciBAS-HOSTAT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:STA3:dciBAS-HOSTAT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:STA4:dciBAS-HOSTAT:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:BAS:STA5:dciBAS-HOSTAT:dal,dal_type,Ack,DIBasic2StateLog,0
