ID,ELEMENT_NAME,label,valueLength,unit,__AGGREGATE__,initCond1,returnCond1,returnCondTO,Archive,hmiOrder,computedMessage,type
:R:A:BAS:LSJZ:aciBAS-PERUNIT,aci_cb_type,&DB_JIZUDANGQIANRONGLIANGBAIFENBI,,&DB12,,,,,,17,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:LSJZ:aioBAS-TEMPSET,aio_type,&DB_LENGDONGSHUICHUSHUIWENDUSHEDING,,&DB5,,,,,,18,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:TVFB:aciBAS-FORTEM,aci_cb_type,&DB_QIANZHOUWENDU,,&DB5,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TVFB:aciBAS-BAKTEM,aci_cb_type,&DB_HOUZHOUWENDU,,&DB5,,,,,,2,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TVFB:aciBAS-RONDTEM,aci_cb_type,&DB_RAOZUWENDU,,&DB5,,,,,,3,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TEFB:aciBAS-VERTBRK,aci_cb_type,&DB_FENGJICHUIZHIZHENDONG,,&DB15,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TEFB:aciBAS-HORIBRK,aci_cb_type,&DB_FENGJISHUIPINGZHENDONG,,&DB15,,,,,,2,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TEFB:aciBAS-FORTEM,aci_cb_type,&DB_QIANZHOUWENDU,,&DB5,,,,,,3,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TEFB:aciBAS-BAKTEM,aci_cb_type,&DB_HOUZHOUWENDU,,&DB5,,,,,,4,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TEFB:aciBAS-RONDTEM,aci_cb_type,&DB_RAOZUWENDU,,&DB5,,,,,,5,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:KQJC:aciBAS-TEMP,aci_cb_type,&DB_WENDU,,&DB5,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:KQJC:aciBAS-HUMIDITY,aci_cb_type,&DB_SHIDU,,&DB12,,,,,,2,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:KQJC:aciBAS-TVO,aci_cb_type,&DB_TVOC,,&DB26,,,,,,3,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:KQJC:aciBAS-PM25,aci_cb_type,&DB_PM25,,&DB25,,,,,,4,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:KQJC:aciBAS-PM10,aci_cb_type,&DB_PM10,,&DB25,,,,,,5,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:KQJC:aciBAS-CO2,aci_cb_type,&DB_ERYANGHUATAN,,&DB23,,,,,,6,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:JDCC:dciBAS-EXESTA,dci_cb_type,&DB_YUNXINGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:JDCC:dciBAS-CLNALM,dci_cb_type,&DB_QING2,,,,,,,,2,,__ERASE__
:R:A:BAS:JDCC:dciBAS-SYNFLT,dci_cb_type,&DB_ZONG1,,,,,,,,3,,__ERASE__
:R:A:BAS:YCBJ:dciBAS-FILTALM,dci_cb_type,&DB_GUOL1,,,,,,,,1,,__ERASE__
:R:A:BAS:RFM_:dciBAS-OPENSTA,dci_cb_type,&DB_KAID,,,,,,,,1,,__ERASE__
:R:A:BAS:RFM_:dciBAS-CLOSTA,dci_cb_type,&DB_GUAN2,,,,,,,,2,,__ERASE__
:R:A:BAS:XFDF:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:XFDF:dciBAS-LRSTA,dci_cb_type,&DB_JIUDIYUANCHENG,,,,,,,,2,,__ERASE__
:R:A:BAS:XFDF:dciBAS-OPENSTA,dci_cb_type,&DB_KAID,,,,,,,,3,,__ERASE__
:R:A:BAS:XFDF:dciBAS-CLOSTA,dci_cb_type,&DB_GUAN2,,,,,,,,4,,__ERASE__
:R:A:BAS:XFDF:dciBAS-FALASTA,dci_cb_type,&DB_GUZH2,,,,,,,,5,,__ERASE__
:R:A:BAS:XFDF:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,6,,__ERASE__
:R:A:BAS:XFDF:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,7,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:XFDF:dioBAS-OPN,dio_type,&DB_KAIK,,,,,,,,8,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:XFDF:dioBAS-CLO,dio_type,&DB_GUAN4,,,,,,,,9,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:DHYS:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:DHYS:dciBAS-RUNSPSTA,dci_cb_type,&DB_YUNXINGTINGZHIZHUANGTAI,,,,,,,,2,,__ERASE__
:R:A:BAS:DHYS:dciBAS-SYNFLT,dci_cb_type,&DB_ZONG,,,,,,,,3,,__ERASE__
:R:A:BAS:DSGS:dciBAS-RUNSTOPA,dci_cb_type,&DB_ABENGYUNXINGTINGZHIZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:DSGS:dciBAS-FLTALMA,dci_cb_type,&DB_ABEN2,,,,,,,,2,,__ERASE__
:R:A:BAS:DSGS:dciBAS-RUNSTOPB,dci_cb_type,&DB_BBENGYUNXINGTINGZHIZHUANGTAI,,,,,,,,3,,__ERASE__
:R:A:BAS:DSGS:dciBAS-FLTALMB,dci_cb_type,&DB_BBEN2,,,,,,,,4,,__ERASE__
:R:A:BAS:DSWS:dciBAS-LOWALM,dci_cb_type,&DB_DISH,,,,,,,,1,,__ERASE__
:R:A:BAS:DSWS:dciBAS-HIGHALM,dci_cb_type,&DB_GAOS,,,,,,,,2,,__ERASE__
:R:A:BAS:DSWS:dciBAS-UHLALM,dci_cb_type,&DB_CHAO,,,,,,,,3,,__ERASE__
:R:A:BAS:AFHF:dciBAS-OPNFDSTA,dci_cb_type,&DB_KAIF,,,,,,,,1,,__ERASE__
:R:A:BAS:AFHF:dciBAS-CLOFDSTA,dci_cb_type,&DB_GUAN5,,,,,,,,2,,__ERASE__
:R:A:BAS:SCLY:dciBAS-BKWASH,dci_cb_type,&DB_FANC,,,,,,,,1,,__ERASE__
:R:A:BAS:SCLY:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,2,,__ERASE__
:R:A:BAS:DSSB:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:DSSB:dciBAS-LRSTA,dci_cb_type,&DB_JIUDIYUANCHENGZHUANGTAI,,,,,,,,2,,__ERASE__
:R:A:BAS:DSSB:dciBAS-RUNSTOP,dci_cb_type,&DB_BENGYUNXINGTINGZHIZHUANGTAI,,,,,,,,3,,__ERASE__
:R:A:BAS:DSSB:dciBAS-FLTALM,dci_cb_type,&DB_BENG3,,,,,,,,4,,__ERASE__
:R:A:BAS:DSSB:dciBAS-STLVLSIG,dci_cb_type,&DB_QIBE,,,,,,,,5,,__ERASE__
:R:A:BAS:DSSB:dciBAS-STPPUMP,dci_cb_type,&DB_TING4,,,,,,,,6,,__ERASE__
:R:A:BAS:DSSB:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,7,,__ERASE__
:R:A:BAS:DSSB:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,8,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:DSSB:dioBAS-START,dio_type,&DB_BENG,,,,,,,,9,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:DSSB:dioBAS-STOP,dio_type,&DB_BENG4,,,,,,,,10,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:DDSB:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:DDSB:dciBAS-LRSTA,dci_cb_type,&DB_JIUDIYUANCHENGZHUANGTAI,,,,,,,,2,,__ERASE__
:R:A:BAS:DDSB:dciBAS-RUNSTOP1,dci_cb_type,&DB_1BENGYUNXINGTINGZHIZHUANGTAI,,,,,,,,3,,__ERASE__
:R:A:BAS:DDSB:dciBAS-FLTALM1,dci_cb_type,&DB_1BEN2,,,,,,,,4,,__ERASE__
:R:A:BAS:DDSB:dciBAS-RUNSTOP2,dci_cb_type,&DB_2BENGYUNXINGTINGZHIZHUANGTAI,,,,,,,,5,,__ERASE__
:R:A:BAS:DDSB:dciBAS-FLTALM2,dci_cb_type,&DB_2BEN2,,,,,,,,6,,__ERASE__
:R:A:BAS:DDSB:dciBAS-DWPUMP,dci_cb_type,&DB_QISH,,,,,,,,7,,__ERASE__
:R:A:BAS:DDSB:dciBAS-SIGPUMP,dci_cb_type,&DB_QIDA,,,,,,,,8,,__ERASE__
:R:A:BAS:DDSB:dciBAS-STPPUMP,dci_cb_type,&DB_TING4,,,,,,,,9,,__ERASE__
:R:A:BAS:DDSB:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,10,,__ERASE__
:R:A:BAS:DDSB:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,11,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:DDSB:dioBAS-STARTPUP1,dio_type,&DB_1BEN3,,,,,,,,12,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:DDSB:dioBAS-STOPPUP1,dio_type,&DB_1BEN4,,,,,,,,13,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:DDSB:dioBAS-STARTPUP2,dio_type,&DB_2BEN3,,,,,,,,14,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:DDSB:dioBAS-STOPPUP2,dio_type,&DB_2BEN4,,,,,,,,15,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:DDT_:dciBAS-EXESTA,dci_cb_type,&DB_YUNXINGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:DDT_:dciBAS-LOCFLR,dci_cb_type,&DB_SUOT,,,,,,,,2,,__ERASE__
:R:A:BAS:DDT_:dciBAS-FALASTA,dci_cb_type,&DB_GUZH2,,,,,,,,3,,__ERASE__
:R:A:BAS:DDT_:dciBAS-PASALM,dci_cb_type,&DB_CHEN1,,,,,,,,4,,__ERASE__
:R:A:BAS:DDT_:dciBAS-REPST,dci_cb_type,&DB_JIAN1,,,,,,,,5,,__ERASE__
:R:A:BAS:LQTA:dciBAS-LOWALM,dci_cb_type,&DB_DISH,,,,,,,,1,,__ERASE__
:R:A:BAS:LQTA:dciBAS-HIGHALM,dci_cb_type,&DB_GAOS,,,,,,,,2,,__ERASE__
:R:A:BAS:LQTA:dciBAS-UHLALM,dci_cb_type,&DB_CHAO,,,,,,,,3,,__ERASE__
:R:A:BAS:DFQF:dciBAS-ACTSIG,dci_cb_type,&DB_DONGZUOXINHAO,,,,,,,,1,,__ERASE__
:R:A:BAS:SNWS:aciBAS-TEMP,aci_cb_type,&DB_WENDU,,&DB5,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:SNWS:aciBAS-HUMIDITY,aci_cb_type,&DB_SHIDU,,&DB12,,,,,,2,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:GDWS:aciBAS-TEMP,aci_cb_type,&DB_WENDU,,&DB5,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:GDWS:aciBAS-HUMIDITY,aci_cb_type,&DB_SHIDU,,&DB12,,,,,,2,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:SGWD:aciBAS-TEMP,aci_cb_type,&DB_WENDU,,&DB5,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:GDWD:aciBAS-TEMP,aci_cb_type,&DB_WENDU,,&DB5,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:SNWD:aciBAS-TEMP,aci_cb_type,&DB_WENDU,,&DB5,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:CO2_:aciBAS-CO2CONC,aci_cb_type,&DB_ERYANGHUATANNONGDU,,&DB23,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:YLBS:aciBAS-PRESB,aci_cb_type,&DB_YALI,,&DB16,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:YCBS:aciBAS-PRESB,aci_cb_type,&DB_YACHA,,&DB16,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:DCLL:aciBAS-FLOW,aci_cb_type,&DB_LIULIANG,,&DB24,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:ETF_:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:ETF_:aciBAS-OPFEDBAC,aci_cb_type,&DB_KAIDUFANKUI,,&DB12,,,,,,2,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:ETF_:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,3,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:ETF_:aioBAS-OPNDEG,aio_type,&DB_KAIDUKONGZHI,,&DB12,,,,,,4,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:YCPT:aciBAS-OPFEDBAC,aci_cb_type,&DB_KAIDUFANKUI,,&DB12,,,,,,1,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:YCPT:aioBAS-OPNDEG,aio_type,&DB_KAIDUKONGZHI,,&DB12,,,,,,2,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:VRF_:dciBAS-OPNCLO,dci_cb_type,&DB_KAIGUANZHUANGTAI1,,,,,,,,1,,__ERASE__
:R:A:BAS:VRF_:dciBAS-INTFLT,dci_cb_type,&DB_ZONGHEGUZHANG,,,,,,,,2,,__ERASE__
:R:A:BAS:VRF_:dciBAS-MODE,dci_cb_type,&DB_MOSHI,,,,,,,,3,,__ERASE__
:R:A:BAS:VRF_:dciBAS-SPEED,dci_cb_type,&DB_FENGSU,,,,,,,,4,,__ERASE__
:R:A:BAS:VRF_:aciBAS-TEMP,aci_cb_type,&DB_WENDU,,&DB5,,,,,,5,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:VRF_:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,6,,__ERASE__
:R:A:BAS:VRF_:dioBAS-OPEN,dio_type,&DB_KAIGUANKONGZHI,,,,,,,,7,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:VRF_:dioBAS-WIND,dio_type,&DB_FENGLIANGTIAOJIE,,,,,,,,8,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:VRF_:aioBAS-TEMPSET,aio_type,&DB_WENDUSHEDING,,&DB5,,,,,,9,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:GXFJ:dciBAS-OPNCLO,dci_cb_type,&DB_KAIGUANZHUANGTAI1,,,,,,,,1,,__ERASE__
:R:A:BAS:GXFJ:dciBAS-INTFLT,dci_cb_type,&DB_ZONGHEGUZHANG,,,,,,,,2,,__ERASE__
:R:A:BAS:FJPG:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:FJPG:dciBAS-FULOPN,dci_cb_type,&DB_QUAN,,,,,,,,2,,__ERASE__
:R:A:BAS:FJPG:dciBAS-FULCLO,dci_cb_type,&DB_QUANGUANZHUANGTAI,,,,,,,,3,,__ERASE__
:R:A:BAS:FJPG:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,4,,__ERASE__
:R:A:BAS:FJPG:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,5,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FJPG:dioBAS-FLOPN,dio_type,&DB_QUAN1,,,,,,,,6,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:FJPG:dioBAS-FLCLO,dio_type,&DB_QUANGUANKONGZHI,,,,,,,,7,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:HZLY:dciBAS-FASFIRE,dci_cb_type,&DB_FASHUOZAIXINHAO,,,,,,,,1,,__ERASE__
:R:A:BAS:HZLY:dciBAS-IBPFIR,dci_cb_type,&DB_IBPPANXIAFAHUOZAIXINHAO,,,,,,,,2,,__ERASE__
:R:A:BAS:HZLY:dciBAS-ISCSSIG,dci_cb_type,&DB_ISCSXIAFAHUOZAIXINHAO,,,,,,,,3,,__ERASE__
:R:A:BAS:RSET:dioBAS-FIRERESET,dio_type,&DB_HUOZAIFUWEI,,,,,,,,1,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:IBST:dciBAS-BASHB,dci_cb_type,&DB_BASZHOUQIXINGFANKUIXINTIAOZI,,,,,,,,1,,__ERASE__
:R:A:BAS:IBST:dioBAS-ISCSBAS,dio_type,&DB_ISCSGEIBASZHOUQIXIERUXINTIAOZI,,,,,,,,2,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:PLC_:dciBAS-MASTSLAVE,dci_cb_type,&DB_ZHUCONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:PLC_:dciBAS-MODUEXSTA,dci_cb_type,&DB_SHEBEIYUNXINGZHUANGTAI,,,,,,,,2,,__ERASE__
:R:A:BAS:PLC_:dciBAS-COMPORTSTA,dci_cb_type,&DB_TONGXUNJIEKOUZHUANGTAI,,,,,,,,3,,__ERASE__
:R:A:BAS:PLC_:dciBAS-COMPORTSTA2,dci_cb_type,&DB_TONGXUNJIEKOUZHUANGTAI2,,,,,,,,4,,__ERASE__
:R:A:BAS:PLCS:dciBAS-MASTSLAVE,dci_cb_type,&DB_ZHUCONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:PLCS:dciBAS-MODUEXSTA,dci_cb_type,&DB_SHEBEIYUNXINGZHUANGTAI,,,,,,,,2,,__ERASE__
:R:A:BAS:TTBL:dciBAS-DLFINISH,dci_cb_type,&DB_SHIJIANBIAOXIAZAIWANCHENGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:TTBL:sciBAS-READINFO,sci_cb_type,&DB_HUIDUSHIJIANBIAOXINXI,,,,,,,,2,,
:R:A:BAS:TTBL:sioBAS-TIMESEND,sio_type,&DB_SHIJIANBIAOXIAFA,,,,,,,,3,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:OPER:dciBAS-IBPHOFB,dci_cb_type,&DB_IBPKONGZHIQUANXIANFANKUI,,,,,,,,1,,__ERASE__
:R:A:BAS:OPER:dciBAS-CMDFED,dci_cb_type,&DB_ISCSKONGZHIQUANXIANXUANZEFANKUI,,,,,,,,2,,__ERASE__
:R:A:BAS:SYS_:dciBAS-SYSCTL,dci_cb_type,&DB_XITONGDANGQIANKONGZHIFANGSHI,,,,,,,,1,,__ERASE__
:R:A:BAS:SYS_:aciBAS-SYSMODE,aci_cb_type,&DB_XITONGDANGQIANYUNXINGMOSHI,,__ERASE__,,,,,,2,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:SYS_:dciBAS-CURMOD,dci_cb_type,&DB_DANGQIANMOSHIZHIXINGZHUANGTAI,,,,,,,,3,,__ERASE__
:R:A:BAS:SYS_:dioBAS-SYSSEL,dio_type,&DB_XITONGKONGZHIFANGSHIXUANZE,,,,,,,,4,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:SYS_:aioBAS-MODECTL,aio_type,&DB_MOSH,,__ERASE__,,,,,,5,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:IOST:dciBAS-COMSTAT,dci_cb_type,&DB_TONGXUNZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:TIME:aioBAS-YEAR,aio_type,&DB_NIAN,,__ERASE__,,,,,,1,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:TIME:aioBAS-MONTH,aio_type,&DB_YUE,,__ERASE__,,,,,,2,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:TIME:aioBAS-DAY,aio_type,&DB_RI,,__ERASE__,,,,,,3,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:TIME:aioBAS-HOUR,aio_type,&DB_SHI,,__ERASE__,,,,,,4,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:TIME:aioBAS-MINUTE,aio_type,&DB_FEN,,__ERASE__,,,,,,5,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:TIME:aioBAS-SECOND,aio_type,&DB_MIAO,,__ERASE__,,,,,,6,"SCS_FTOA([.value],""0"",[.unit])",
:R:A:BAS:STA1:dciBAS-HOSTAT,dci_cb_type,&DB_HUANKONGQUANXIANWEIZHI,,,,,,,,1,,__ERASE__
:R:A:BAS:STA1:dioBAS-HOSTAT,dio_type,&DB_HUANKONGQUANXIANWEIZHIQIEHUAN,,,,,,,,2,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:STA2:dciBAS-HOSTAT,dci_cb_type,&DB_HUANKONGQUANXIANWEIZHI,,,,,,,,1,,__ERASE__
:R:A:BAS:STA2:dioBAS-HOSTAT,dio_type,&DB_HUANKONGQUANXIANWEIZHIQIEHUAN,,,,,,,,2,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:STA3:dciBAS-HOSTAT,dci_cb_type,&DB_HUANKONGQUANXIANWEIZHI,,,,,,,,1,,__ERASE__
:R:A:BAS:STA3:dioBAS-HOSTAT,dio_type,&DB_HUANKONGQUANXIANWEIZHIQIEHUAN,,,,,,,,2,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:STA4:dciBAS-HOSTAT,dci_cb_type,&DB_HUANKONGQUANXIANWEIZHI,,,,,,,,1,,__ERASE__
:R:A:BAS:STA4:dioBAS-HOSTAT,dio_type,&DB_HUANKONGQUANXIANWEIZHIQIEHUAN,,,,,,,,2,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:STA5:dciBAS-HOSTAT,dci_cb_type,&DB_HUANKONGQUANXIANWEIZHI,,,,,,,,1,,__ERASE__
:R:A:BAS:STA5:dioBAS-HOSTAT,dio_type,&DB_HUANKONGQUANXIANWEIZHIQIEHUAN,,,,,,,,2,"Int2String(Byte2Int([.value],0,2))",
