afoPOW-CurA1_HVNK0001,afo
afoPOW-CurB1_HVNK0001,afo
afoPOW-CurC1_HVNK0001,afo
afoPOW-IoCurIn_HVNK0001,afo
afoPOW-VoltA3_HVNK0001,afo
afoPOW-VoltB3_HVNK0001,afo
afoPOW-VoltC3_HVNK0001,afo
afoPOW-Uab1_HVNK0001,afo
afoPOW-Ubc1_HVNK0001,afo
afoPOW-Uca1_HVNK0001,afo
afoPOW-WithPowP_HVNK0001,afo
afoPOW-NoPowQ_HVNK0001,afo
afoPOW-VoltFreq_HVNK0001,afo
afoPOW-Cos_HVNK0001,afo
afoPOW-CovTemp1_NKNB0001,afo
afoPOW-CovACCur1_NKNB0001,afo
afoPOW-CovDCCur1_NKNB0001,afo
afoPOW-CovTemp2_NKNB0001,afo
afoPOW-CovACCur2_NKNB0001,afo
afoPOW-CovDCCur2_NKNB0001,afo
afoPOW-DCVolt_NKNB0001,afo
afoPOW-DCCur_NKNB0001,afo
afoPOW-BLVolt_ZSKX0001,afo
afoPOW-FDCur_ZSKX0001,afo
afoPOW-RetCur_NKFJ0001,afo
afoPOW-BrkFrmCur_NKFJ0001,afo
afoPOW-TrsTmpCtrA_NKWQ0001,afo
afoPOW-TrsTmpCtrB_NKWQ0001,afo
afoPOW-TrsTmpCtrC_NKWQ0001,afo
afoPOW-VoltA2_DDB_0007,afo
afoPOW-VoltB2_DDB_0007,afo
afoPOW-VoltC2_DDB_0007,afo
afoPOW-PNoPow_DDB_0007,afo
afoPOW-NNoPow_DDB_0007,afo
afoPOW-PWithPow_DDB_0007,afo
afoPOW-NWithPow_DDB_0007,afo
afoPOW-PowFact_DDB_0007,afo
