ZCIPOWHVNK0001,821,4,HVNK,10KVZAISHENGNENGKUIKAIGUAN,/Pscada/ZCI/ZCIOCMISCPCDA,eqHVNK
ZCIPOWNKNB0001,K80,4,NKNB,NENGKUINIBIANK80,/Pscada/ZCI/ZCIOCMISCPCDA,eqNKNB
ZCIPOWZSKX0001,80,4,ZSKX,ZAISHENGKUIXIAN80KAIGUAN,/Pscada/ZCI/ZCIOCMISCPCDA,eqZSKX
ZCIPOWNLDG0001,85,4,NLDG,750VFUJIGUI85DIANGE,/Pscada/ZCI/ZCIOCMISCPCDA,eqNLDG
ZCIPOWNKFJ0001,NKFJ,4,NKFJ,750VFUJIGUI,/Pscada/ZCI/ZCIOCMISCPCDA,eqNKFJ
ZCIPOWNKWQ0001,NKWQ,4,NKWQ,BIANYAQIWENKONGYI,/Pscada/ZCI/ZCIOCMISCPCDA,eqNKWQ
ZCIPOWDDB_0007,821,4,DDB_,DIANDUBIAO,/Pscada/ZCI/ZCIOCMISCPCDA,eqDDB_
