dalPOW-CovOvrT1_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-CovOvrT1
dalPOW-CovTmpOv1_NKNB0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-CovTmpOv1
dalPOW-CovFlt2_NKNB0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-CovFlt2
dalPOW-CovOvrT2_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-CovOvrT2
dalPOW-CovTmpOv2_NKNB0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-CovTmpOv2
dalPOW-Reserve15_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve15
dalPOW-VoltrOvr_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-VoltrOvr
dalPOW-CurOvr_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-CurOvr
dalPOW-CovDoor_NKNB0001,alaPOWOpnClo1,0,Open3,N,0,1,Close,A,3,0,,,,0,,,,4,5,0,0,dalPOW-CovDoor
dalPOW-TranTmp_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-TranTmp
dalPOW-TranTmpOv_NKNB0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-TranTmpOv
dalPOW-TranDoor_NKNB0001,alaPOWOpnClo1,0,Open3,N,0,1,Close,A,3,0,,,,0,,,,4,5,0,0,dalPOW-TranDoor
dalPOW-Reserve16_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve16
dalPOW-80Sta_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-80Sta
dalPOW-Reserve14_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve14
dalPOW-1QFPos_NKNB0001,alaPOWCBSta,0,Open,N,0,1,Close2,N,0,0,,,,0,,,,4,5,0,0,dalPOW-1QFPos
dalPOW-1QFOpnlF_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-1QFOpnlF
dalPOW-1QFClolF_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-1QFClolF
dalPOW-1QFJmp_NKNB0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-1QFJmp
dalPOW-2QFPos_NKNB0001,alaPOWCBSta,0,Open,N,0,1,Close2,N,0,0,,,,0,,,,4,5,0,0,dalPOW-2QFPos
dalPOW-2QFOpnlF_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-2QFOpnlF
dalPOW-2QFClolF_NKNB0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-2QFClolF
dalPOW-2QFJmp_NKNB0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-2QFJmp
dalPOW-80Pos_NKNB0001,alaPOWCloOpe,0,Close2,N,0,1,Open,N,0,0,,,,0,,,,4,5,0,0,dalPOW-80Pos
dalPOW-80OpnlF_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-80OpnlF
dalPOW-80ClolF_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-80ClolF
dalPOW-Reserve17_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve17
dalPOW-Reserve18_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve18
dalPOW-Reserve9_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve9
dalPOW-Reserve10_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve10
dalPOW-Reserve11_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve11
dalPOW-Reserve12_NKNB0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve12
dalPOW-CtrlScrn_NKNB0001,alaPOWCanclScrn,0,Release,N,0,1,Screen2,N,0,0,,,,0,,,,4,5,0,0,dalPOW-CtrlScrn
dalPOW-Maintain_NKNB0001,alaPOWRelLab,0,Release,N,0,1,PSCADA Label,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Maintain
dalPOW-Forbid_NKNB0001,alaPOWRelLab,0,Release,N,0,1,PSCADA Label,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Forbid
dalPOW-Ground_NKNB0001,alaPOWRelLab,0,Release,N,0,1,PSCADA Label,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Ground
dalPOW-PowIscs_NKNB0001,alaPOWhdv,0,,,,1,,,,0,,,,0,,,,4,5,0,0,dalPOW-PowIscs
dalPOW-RightPos_NKNB0001,alaPOWRgtPos,0,Center,N,0,1,PSCADA,N,0,0,,,,0,,,,4,5,0,0,dalPOW-RightPos
dalPOW-ComSta_NKNB0001,alaPOWComBrk,0,Abnormal,A,1,1,Normal,N,0,0,,,,0,,,,4,5,0,0,dalPOW-ComSta
dalPOW-DrwPos_ZSKX0001,alaPOWDrwPos,0,DAC,N,0,1,Test Position,N,0,2,Work Pos,N,0,3,DAC,N,0,4,5,6,7,dalPOW-DrwPos
dalPOW-DrwIsoPos_ZSKX0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-DrwIsoPos
dalPOW-DrwPosFlt_ZSKX0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-DrwPosFlt
dalPOW-SwtPosOpn_ZSKX0001,alaPOWOpnClo2,0,DAC,N,0,1,Open,N,0,2,Close2,N,0,3,DAC,N,0,4,5,6,7,dalPOW-SwtPosOpn
dalPOW-CBPosFlt_ZSKX0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-CBPosFlt
dalPOW-FDCtrl_ZSKX0001,alaPOWDLoRemt,0,DAC,N,0,1,Local,N,0,2,Remote3,N,0,3,DAC,N,0,4,5,6,7,dalPOW-FDCtrl
dalPOW-BrkLock_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-BrkLock
dalPOW-AlmSig_ZSKX0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-AlmSig
dalPOW-NotClo_ZSKX0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-NotClo
dalPOW-JmpSig1_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-JmpSig1
dalPOW-LocOpn_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-LocOpn
dalPOW-CoilPowF_ZSKX0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-CoilPowF
dalPOW-Recls_ZSKX0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-Recls
dalPOW-BrkTrip_ZSKX0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-BrkTrip
dalPOW-JmpLok_ZSKX0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-JmpLok
dalPOW-DeltaI_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-DeltaI
dalPOW-DeltaT_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-DeltaT
dalPOW-ImaxP_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-ImaxP
dalPOW-ImaxPP_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-ImaxPP
dalPOW-ImaxRev_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-ImaxRev
dalPOW-ThmPrtAlm_ZSKX0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-ThmPrtAlm
dalPOW-ThmPrtTrp_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-ThmPrtTrp
dalPOW-LowVolt1_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-LowVolt1
dalPOW-LCurTrp_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-LCurTrp
dalPOW-SndTrp_ZSKX0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-SndTrp
dalPOW-DrwUnlok_ZSKX0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-DrwUnlok
dalPOW-NKSOpn_ZSKX0001,alaPOWResOpn,0,Resume,N,0,1,Open,N,0,0,,,,0,,,,4,5,0,0,dalPOW-NKSOpn
dalPOW-NKSClo_ZSKX0001,alaPOWResClo,0,Resume,N,0,1,Close2,N,0,0,,,,0,,,,4,5,0,0,dalPOW-NKSClo
dalPOW-CtrlScrn_ZSKX0001,alaPOWCanclScrn,0,Release,N,0,1,Screen2,N,0,0,,,,0,,,,4,5,0,0,dalPOW-CtrlScrn
dalPOW-Maintain_ZSKX0001,alaPOWRelLab,0,Release,N,0,1,PSCADA Label,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Maintain
dalPOW-Forbid_ZSKX0001,alaPOWRelLab,0,Release,N,0,1,PSCADA Label,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Forbid
dalPOW-Ground_ZSKX0001,alaPOWRelLab,0,Release,N,0,1,PSCADA Label,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Ground
dalPOW-PowIscs_ZSKX0001,alaPOWhdv,0,,,,1,,,,0,,,,0,,,,4,5,0,0,dalPOW-PowIscs
dalPOW-RightPos_ZSKX0001,alaPOWRgtPos,0,Center,N,0,1,PSCADA,N,0,0,,,,0,,,,4,5,0,0,dalPOW-RightPos
dalPOW-ComSta_ZSKX0001,alaPOWComBrk,0,Abnormal,A,1,1,Normal,N,0,0,,,,0,,,,4,5,0,0,dalPOW-ComSta
dalPOW-DSIsoPos_NLDG0001,alaPOWOpnClo2,0,DAC,N,0,1,Open,N,0,2,Close2,N,0,3,DAC,N,0,4,5,6,7,dalPOW-DSIsoPos
dalPOW-MPowFlt_NLDG0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-MPowFlt
dalPOW-DSOper_NLDG0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-DSOper
dalPOW-DSCtrl_NLDG0001,alaPOWDLoRemt,0,DAC,N,0,1,Local,N,0,2,Remote3,N,0,3,DAC,N,0,4,5,6,7,dalPOW-DSCtrl
dalPOW-CtrlScrn_NLDG0001,alaPOWCanclScrn,0,Release,N,0,1,Screen2,N,0,0,,,,0,,,,4,5,0,0,dalPOW-CtrlScrn
dalPOW-Maintain_NLDG0001,alaPOWRelLab,0,Release,N,0,1,PSCADA Label,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Maintain
dalPOW-Forbid_NLDG0001,alaPOWRelLab,0,Release,N,0,1,PSCADA Label,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Forbid
dalPOW-Ground_NLDG0001,alaPOWRelLab,0,Release,N,0,1,PSCADA Label,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Ground
dalPOW-PowIscs_NLDG0001,alaPOWhdv,0,,,,1,,,,0,,,,0,,,,4,5,0,0,dalPOW-PowIscs
dalPOW-RightPos_NLDG0001,alaPOWRgtPos,0,Center,N,0,1,PSCADA,N,0,0,,,,0,,,,4,5,0,0,dalPOW-RightPos
dalPOW-ComSta_NLDG0001,alaPOWComBrk,0,Abnormal,A,1,1,Normal,N,0,0,,,,0,,,,4,5,0,0,dalPOW-ComSta
dalPOW-BrkVAlmR1_NKFJ0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-BrkVAlmR1
dalPOW-BrkVAlmR2_NKFJ0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-BrkVAlmR2
dalPOW-BrkVAlm1_NKFJ0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-BrkVAlm1
dalPOW-BrkVAlm2_NKFJ0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-BrkVAlm2
dalPOW-BrkFrmCurP_NKFJ0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-BrkFrmCurP
dalPOW-MeltFlt_NKFJ0001,alaPOWResAct2,0,Resume,N,0,1,Action,A,3,0,,,,0,,,,4,5,0,0,dalPOW-MeltFlt
dalPOW-PLCClo_NKFJ0001,alaPOWResAct1,0,Resume,N,0,1,Action,N,0,0,,,,0,,,,4,5,0,0,dalPOW-PLCClo
dalPOW-NegCtrl2_NKFJ0001,alaPOWDLoRemt,0,DAC,N,0,1,Local,N,0,2,Remote3,N,0,3,DAC,N,0,4,5,6,7,dalPOW-NegCtrl2
dalPOW-FltSig_NKFJ0001,alaPOWResAct,0,Resume,N,0,1,Action,A,2,0,,,,0,,,,4,5,0,0,dalPOW-FltSig
dalPOW-ComSta_NKFJ0001,alaPOWComBrk,0,Abnormal,A,1,1,Normal,N,0,0,,,,0,,,,4,5,0,0,dalPOW-ComSta
dalPOW-Reserve13_NKWQ0001,alaPOWRestrStart,0,Restore,N,0,1,Start,N,0,0,,,,0,,,,4,5,0,0,dalPOW-Reserve13
dalPOW-OvrTrpSig_NKWQ0001,alaPOWRestrTrp1,0,Restore,N,0,1,Trip2,A,2,0,,,,0,,,,4,5,0,0,dalPOW-OvrTrpSig
dalPOW-OvrAlmSig_NKWQ0001,alaPOWRestrAlm1,0,Restore,N,0,1,Alarm,A,3,0,,,,0,,,,4,5,0,0,dalPOW-OvrAlmSig
dalPOW-FltAlmSig_NKWQ0001,alaPOWRestrAlm1,0,Restore,N,0,1,Alarm,A,3,0,,,,0,,,,4,5,0,0,dalPOW-FltAlmSig
dalPOW-ComSta_NKWQ0001,alaPOWComBrk,0,Abnormal,A,1,1,Normal,N,0,0,,,,0,,,,4,5,0,0,dalPOW-ComSta
dalPOW-MeterComm_DDB_0007,alaPOWComBrk,0,Abnormal,A,1,1,Normal,N,0,0,,,,0,,,,4,5,0,0,dalPOW-MeterComm
dalPOW-SelCBOpn_HVNK0001,alaPOWselect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalPOW-SelCBOpn
dalPOW-SelCBClo_HVNK0001,alaPOWselect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalPOW-SelCBClo
dalPOW-SelCBOpn_NKNB0001,alaPOWselect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalPOW-SelCBOpn
dalPOW-SelCBClo_NKNB0001,alaPOWselect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalPOW-SelCBClo
dalPOW-SelCBOpn_ZSKX0001,alaPOWselect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalPOW-SelCBOpn
dalPOW-SelCBClo_ZSKX0001,alaPOWselect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalPOW-SelCBClo
dalPOW-SelCBOpn_NLDG0001,alaPOWselect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalPOW-SelCBOpn
dalPOW-SelCBClo_NLDG0001,alaPOWselect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalPOW-SelCBClo
