ID,ELEMENT_NAME,ackAutomaton,valueAutomaton,theme
:R:A:ASD:ASD_:dciFAS-HRFLTSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:ASD:ASD_:dciASD-FLTASTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:ASD:ASD_:dciASD-FLTLSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:ASD:ASD_:dciASD-FLTHSTA:dal,dal_type,Ack,DIBasic2StateLog,0
:R:A:ASD:ASD_:aciASD-RESMPT:aal,aal_type,Ack,AIBasic2StateHisterisis,0
