nom_instance,ID,ELEMENT_NAME,lk0,lk1
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_5:dciACS-GenAlmM:dac:link_ve,dac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:deiSTAUCST000BACSHVACACSAHUVFD_5GenAlmM,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_5:dciACS-GenAlm:dac:link_ve,dac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:deiSTAUCST000BACSHVACACSAHUVFD_5GenAlm,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_5:aciACS-RtTemp:aac:link_ve,aac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:aeiSTAUCST000BACSHVACACSAHUVFD_5RtTemp,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_5:aciACS-SpTemp:aac:link_ve,aac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:aeiSTAUCST000BACSHVACACSAHUVFD_5SpTemp,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_5:dciACS-EmStp:dac:link_ve,dac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:deiSTAUCST000BACSHVACACSAHUVFD_5EmStp,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_5:dciACS-TpAlrm:dac:link_ve,dac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:deiSTAUCST000BACSHVACACSAHUVFD_5TpAlrm,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_6:dciACS-GenAlmM:dac:link_ve,dac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:deiSTAUCST000BACSHVACACSAHUVFD_6GenAlmM,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_6:dciACS-GenAlm:dac:link_ve,dac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:deiSTAUCST000BACSHVACACSAHUVFD_6GenAlm,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_6:aciACS-RtTemp:aac:link_ve,aac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:aeiSTAUCST000BACSHVACACSAHUVFD_6RtTemp,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_6:aciACS-SpTemp:aac:link_ve,aac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:aeiSTAUCST000BACSHVACACSAHUVFD_6SpTemp,
link_ve,:R:A:STA:UCST000:BACS:HVAC:ACS:AHUVFD_6:dciACS-EmStp:dac:link_ve,dac_type_link_ve,:R:A:POLE:UCST000_BACS_S0:VEE:deiSTAUCST000BACSHVACACSAHUVFD_6EmStp,
